-- Logs begin at Mon 2023-08-21 11:34:55 UTC, end at Mon 2023-08-21 17:27:55 UTC. --
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.295: [gmm] ERROR: [suci-0-999-70-0000-0-0-0000000201] HTTP response error [400] (../src/amf/gmm-sm.c:1475)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.543: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[154] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.543: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[155] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.543: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[156] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.544: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[157] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.544: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[158] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.544: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[159] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.545: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[160] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.545: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[161] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.545: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[162] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.545: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[163] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.546: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[164] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.546: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[165] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.570: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[166] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.571: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[167] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.571: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[168] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.572: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[169] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.572: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[170] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.572: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[171] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.573: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[172] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.573: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[173] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.573: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[174] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.574: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[175] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.574: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[176] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.574: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[177] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.575: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[178] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.575: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[179] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.600: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[180] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.600: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[181] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.600: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[182] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.601: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[183] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.601: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[184] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.601: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[186] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.602: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[185] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.602: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[187] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.602: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[188] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.603: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[189] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.603: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[190] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.603: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[191] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.604: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[192] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.604: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[193] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.605: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[194] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.807: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[195] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.808: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[196] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.808: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[197] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.809: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[198] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.809: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[199] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:27 open5gs open5gs-amfd[70893]: 08/21 17:26:27.810: [amf] ERROR: No RAN UE Context : AMF_UE_NGAP_ID[200] (../src/amf/ngap-handler.c:623)
Aug 21 17:26:28 open5gs open5gs-scpd[70902]: 08/21 17:26:28.171: [sbi] INFO: [d5f57c4a-4047-41ee-9a0f-9911288a4b6a] (NRF-notify) NF registered (../lib/sbi/nnrf-handler.c:725)
Aug 21 17:26:28 open5gs open5gs-scpd[70902]: 08/21 17:26:28.171: [sbi] INFO: [d5f57c4a-4047-41ee-9a0f-9911288a4b6a] (NRF-notify) NF Profile updated (../lib/sbi/nnrf-handler.c:735)
Aug 21 17:26:28 open5gs open5gs-bsfd[70878]: 08/21 17:26:28.273: [sbi] WARNING: [d606ea7a-4047-41ee-a692-a7c5ff153dcb] Retry to registration with NRF (../lib/sbi/nf-sm.c:175)
Aug 21 17:26:28 open5gs open5gs-scpd[70902]: 08/21 17:26:28.277: [sbi] INFO: [d606ea7a-4047-41ee-a692-a7c5ff153dcb] (NRF-notify) NF registered (../lib/sbi/nnrf-handler.c:725)
Aug 21 17:26:28 open5gs open5gs-scpd[70902]: 08/21 17:26:28.277: [sbi] INFO: [d606ea7a-4047-41ee-a692-a7c5ff153dcb] (NRF-notify) NF Profile updated (../lib/sbi/nnrf-handler.c:735)
Aug 21 17:26:28 open5gs open5gs-bsfd[70878]: 08/21 17:26:28.280: [sbi] INFO: [d606ea7a-4047-41ee-a692-a7c5ff153dcb] NF registered [Heartbeat:10s] (../lib/sbi/nf-sm.c:214)
Aug 21 17:26:28 open5gs open5gs-scpd[70902]: 08/21 17:26:28.302: [sbi] INFO: [d6098bb8-4047-41ee-9011-7f6d871f400f] (NRF-notify) NF registered (../lib/sbi/nnrf-handler.c:725)
Aug 21 17:26:28 open5gs open5gs-scpd[70902]: 08/21 17:26:28.302: [sbi] INFO: [d6098bb8-4047-41ee-9011-7f6d871f400f] (NRF-notify) NF Profile updated (../lib/sbi/nnrf-handler.c:735)
Aug 21 17:26:28 open5gs open5gs-scpd[70902]: 08/21 17:26:28.308: [sbi] INFO: [d60a2a32-4047-41ee-a0c5-31dc99a9bd5f] (NRF-notify) NF registered (../lib/sbi/nnrf-handler.c:725)
Aug 21 17:26:28 open5gs open5gs-scpd[70902]: 08/21 17:26:28.308: [sbi] INFO: [d60a2a32-4047-41ee-a0c5-31dc99a9bd5f] (NRF-notify) NF Profile updated (../lib/sbi/nnrf-handler.c:735)
